Country,BoxOffice,Movie
Belgium,"$161,942 ",movie43
Brazil,"$602,519 ",movie43
Colombia,"$57,411 ",movie43
France,"$252,358 ",movie43
Hong Kong,"$351,775 ",movie43
Netherlands,"$867,657 ",movie43
Peru,"$72,041 ",movie43
Poland,"$414,390 ",movie43
Russia - CIS,"$8,075,585 ",movie43
Singapore,"$41,515 ",movie43
Slovenia,"$137,678 ",movie43
Spain,"$996,988 ",movie43
Turkey,"$85,552 ",movie43
United Kingdom,"$2,942,128 ",movie43
Argentina,"$1,320,990 ",beforemidnight
Austria,"$170,985 ",beforemidnight
Brazil,"$670,003 ",beforemidnight
Chile,"$239,243 ",beforemidnight
Denmark,"$622,178 ",beforemidnight
France,"$211,134 ",beforemidnight
Greece,"$810,564 ",beforemidnight
Italy,"$142,575 ",beforemidnight
Netherlands,"$277,701 ",beforemidnight
Peru,"$60,979 ",beforemidnight
Poland,"$271,033 ",beforemidnight
Russia - CIS,"$58,089 ",beforemidnight
Slovakia,"$7,881 ",beforemidnight
South Africa,"$30,492 ",beforemidnight
Spain,"$1,504,092 ",beforemidnight
Turkey,"$145,812 ",beforemidnight
United Kingdom,"$1,241,899 ",beforemidnight
Australia,"$995,035 ",beforemidnight
Belgium,"$78,155 ",beforemidnight
Bulgaria,"$1,581 ",beforemidnight
Czech Republic,"$32,179 ",beforemidnight
Finland,"$424,525 ",beforemidnight
Germany,"$844,998 ",beforemidnight
Hong Kong,"$340,248 ",beforemidnight
Mexico,"$285,994 ",beforemidnight
New Zealand,"$166,596 ",beforemidnight
Philippines,"$41,203 ",beforemidnight
Portugal,"$171,754 ",beforemidnight
Singapore,"$118,470 ",beforemidnight
Slovenia,"$31,068 ",beforemidnight
South Korea,"$1,355,747 ",beforemidnight
Sweden,"$101,139 ",beforemidnight
United Arab Emirates,"$18,662 ",beforemidnight
Uruguay,"$87,017 ",beforemidnight
United Arab Emirates,"$24,723 ",badwords
Argentina,"$217,843 ",paranoia
Austria,"$35,050 ",paranoia
Brazil,"$103,473 ",paranoia
Colombia,"$156,924 ",paranoia
Finland,"$12,023 ",paranoia
Hong Kong,"$257,061 ",paranoia
Iceland,"$22,068 ",paranoia
Lebanon,"$4,314 ",paranoia
Mexico,"$600,986 ",paranoia
New Zealand,"$90,492 ",paranoia
Philippines,"$41,513 ",paranoia
Portugal,"$41,440 ",paranoia
South Africa,"$115,200 ",paranoia
Sweden,"$20,264 ",paranoia
United Arab Emirates,"$121,792 ",paranoia
Venezuela,"$212,248 ",paranoia
Australia,"$228,458 ",paranoia
Belgium,"$26,677 ",paranoia
Bulgaria,"$71,115 ",paranoia
Croatia,"$43,518 ",paranoia
Germany,"$487,036 ",paranoia
Hungary,"$33,128 ",paranoia
Italy,"$646,583 ",paranoia
Malaysia,"$278,921 ",paranoia
Netherlands,"$239,497 ",paranoia
Nigeria,"$29,331 ",paranoia
Poland,"$407,181 ",paranoia
Russia - CIS,"$2,201,132 ",paranoia
Spain,"$1,245,576 ",paranoia
Turkey,"$101,757 ",paranoia
Uruguay,"$19,389 ",paranoia
East Africa,"$10,597 ",blacknativity
United Kingdom,"$245,894 ",blacknativity
South Africa,"$10,456 ",blacknativity
Austria,"$154,096 ",allislost
Czech Republic,"$34,931 ",allislost
Germany,"$2,008,798 ",allislost
Italy,"$179,887 ",allislost
Mexico,"$133,213 ",allislost
Philippines,"$7,821 ",allislost
Singapore,"$10,076 ",allislost
Slovenia,"$31,651 ",allislost
Spain,"$366,540 ",allislost
Turkey,"$132,231 ",allislost
United Arab Emirates,"$80,904 ",allislost
Brazil,"$176,383 ",allislost
France,"$653,383 ",allislost
Greece,"$225,798 ",allislost
Lebanon,"$32,977 ",allislost
New Zealand,"$11,755 ",allislost
Portugal,"$28,873 ",allislost
Slovakia,"$5,207 ",allislost
South Africa,"$25,402 ",allislost
Thailand,"$14,499 ",allislost
Ukraine,"$30,239 ",allislost
United Kingdom,"$1,259,533 ",allislost
Australia,"$68,145 ",closedcircuit
Greece,"$46,452 ",closedcircuit
Portugal,"$53,907 ",closedcircuit
South Africa,"$20,949 ",closedcircuit
Turkey,"$120,683 ",closedcircuit
United Kingdom,"$64,762 ",closedcircuit
France,"$40,824 ",closedcircuit
Malaysia,"$39,467 ",closedcircuit
Singapore,"$32,522 ",closedcircuit
Thailand,"$28,208 ",closedcircuit
United Arab Emirates,"$65,619 ",closedcircuit
Argentina,"$445,262 ",warmbodies
Austria,"$264,311 ",warmbodies
Bolivia,"$100,787 ",warmbodies
Chile,"$332,491 ",warmbodies
Croatia,"$56,228 ",warmbodies
East Africa,"$3,149 ",warmbodies
Finland,"$331,738 ",warmbodies
Germany,"$2,013,184 ",warmbodies
Hungary,"$46,583 ",warmbodies
Italy,"$2,316,873 ",warmbodies
Malaysia,"$937,688 ",warmbodies
Netherlands,"$231,535 ",warmbodies
Norway,"$294,081 ",warmbodies
Philippines,"$975,046 ",warmbodies
Portugal,"$255,136 ",warmbodies
Serbia & Montenegro,"$11,680 ",warmbodies
South Africa,"$216,305 ",warmbodies
Spain,"$1,389,607 ",warmbodies
Thailand,"$1,730,241 ",warmbodies
Ukraine,"$284,785 ",warmbodies
United Kingdom,"$4,250,343 ",warmbodies
Venezuela,"$140,188 ",warmbodies
Australia,"$3,347,644 ",warmbodies
Belgium,"$936,911 ",warmbodies
Brazil,"$2,505,758 ",warmbodies
Colombia,"$372,614 ",warmbodies
Denmark,"$150,029 ",warmbodies
Egypt,"$135,623 ",warmbodies
France,"$2,362,003 ",warmbodies
Hong Kong,"$1,848,070 ",warmbodies
Iceland,"$35,593 ",warmbodies
Lebanon,"$94,625 ",warmbodies
Mexico,"$1,274,888 ",warmbodies
New Zealand,"$447,519 ",warmbodies
Peru,"$979,448 ",warmbodies
Poland,"$195,851 ",warmbodies
Russia - CIS,"$5,902,565 ",warmbodies
Singapore,"$1,309,471 ",warmbodies
South Korea,"$7,444,453 ",warmbodies
Sweden,"$366,514 ",warmbodies
Turkey,"$332,878 ",warmbodies
United Arab Emirates,"$356,928 ",warmbodies
Uruguay,"$82,856 ",warmbodies
Argentina,"$1,374,301 ",lastvegas
Austria,"$914,176 ",lastvegas
Bolivia,"$77,180 ",lastvegas
Bulgaria,"$598,003 ",lastvegas
Colombia,"$526,909 ",lastvegas
Czech Republic,"$282,113 ",lastvegas
Egypt,"$296,265 ",lastvegas
France,"$1,467,170 ",lastvegas
Greece,"$231,954 ",lastvegas
Hungary,"$1,259,401 ",lastvegas
Italy,"$868,493 ",lastvegas
Lebanon,"$328,649 ",lastvegas
Netherlands,"$2,504,125 ",lastvegas
Nigeria,"$30,393 ",lastvegas
Peru,"$494,062 ",lastvegas
Portugal,"$687,557 ",lastvegas
Serbia & Montenegro,"$65,997 ",lastvegas
Slovakia,"$324,505 ",lastvegas
South Africa,"$641,728 ",lastvegas
Spain,"$1,546,963 ",lastvegas
Thailand,"$54,208 ",lastvegas
Ukraine,"$609,062 ",lastvegas
United Kingdom,"$11,476,116 ",lastvegas
Venezuela,"$728,390 ",lastvegas
Australia,"$6,053,969 ",lastvegas
Belgium,"$541,288 ",lastvegas
Brazil,"$3,636,422 ",lastvegas
Chile,"$201,962 ",lastvegas
Croatia,"$238,552 ",lastvegas
East Africa,"$9,713 ",lastvegas
Finland,"$296,377 ",lastvegas
Germany,"$2,597,023 ",lastvegas
Hong Kong,"$568,660 ",lastvegas
Iceland,"$57,577 ",lastvegas
Japan,"$296,200 ",lastvegas
Mexico,"$8,388,133 ",lastvegas
New Zealand,"$629,654 ",lastvegas
Norway,"$131,068 ",lastvegas
Poland,"$2,195,186 ",lastvegas
Russia - CIS,"$7,996,317 ",lastvegas
Singapore,"$258,998 ",lastvegas
Slovenia,"$173,214 ",lastvegas
South Korea,"$1,236,460 ",lastvegas
Sweden,"$296,781 ",lastvegas
Turkey,"$527,547 ",lastvegas
United Arab Emirates,"$1,234,023 ",lastvegas
Uruguay,"$518,463 ",lastvegas
Argentina,"$527,285 ",prisoners
Austria,"$763,989 ",prisoners
Bolivia,"$12,287 ",prisoners
Chile,"$196,518 ",prisoners
Croatia,"$26,992 ",prisoners
Denmark,"$630,137 ",prisoners
Ecuador,"$37,866 ",prisoners
Finland,"$104,241 ",prisoners
Germany,"$5,172,757 ",prisoners
Hong Kong,"$448,697 ",prisoners
Iceland,"$267,678 ",prisoners
Italy,"$2,017,473 ",prisoners
Lebanon,"$233,953 ",prisoners
Mexico,"$1,651,018 ",prisoners
New Zealand,"$313,678 ",prisoners
Peru,"$188,007 ",prisoners
Poland,"$941,821 ",prisoners
Russia - CIS,"$1,169,756 ",prisoners
Singapore,"$725,670 ",prisoners
Slovenia,"$10,373 ",prisoners
South Korea,"$979,351 ",prisoners
Sweden,"$933,326 ",prisoners
Ukraine,"$93,020 ",prisoners
United Kingdom,"$11,696,672 ",prisoners
Venezuela,"$269,039 ",prisoners
Australia,"$3,496,603 ",prisoners
Belgium,"$1,358,609 ",prisoners
Brazil,"$2,427,825 ",prisoners
Colombia,"$294,599 ",prisoners
Czech Republic,"$164,222 ",prisoners
East Africa,"$5,414 ",prisoners
Egypt,"$49,574 ",prisoners
France,"$9,788,019 ",prisoners
Greece,"$995,833 ",prisoners
Hungary,"$165,189 ",prisoners
India,"$120,005 ",prisoners
Japan,"$190,436 ",prisoners
Malaysia,"$398,491 ",prisoners
Netherlands,"$610,543 ",prisoners
Norway,"$493,085 ",prisoners
Philippines,"$90,909 ",prisoners
Portugal,"$303,521 ",prisoners
Serbia & Montenegro,"$61,105 ",prisoners
Slovakia,"$130,155 ",prisoners
South Africa,"$207,930 ",prisoners
Spain,"$2,836,690 ",prisoners
Thailand,"$353,830 ",prisoners
United Arab Emirates,"$717,543 ",prisoners
Uruguay,"$78,495 ",prisoners
Argentina,"$586,308 ",escapefromplanetearth
Austria,"$168,499 ",escapefromplanetearth
Brazil,"$1,041,079 ",escapefromplanetearth
Colombia,"$540,264 ",escapefromplanetearth
Czech Republic,"$60,320 ",escapefromplanetearth
Hungary,"$72,126 ",escapefromplanetearth
Italy,"$341,546 ",escapefromplanetearth
Mexico,"$2,309,369 ",escapefromplanetearth
Peru,"$323,950 ",escapefromplanetearth
Portugal,"$76,037 ",escapefromplanetearth
Singapore,"$5,567 ",escapefromplanetearth
South Africa,"$459,647 ",escapefromplanetearth
Turkey,"$171,415 ",escapefromplanetearth
United Arab Emirates,"$198,164 ",escapefromplanetearth
Uruguay,"$29,364 ",escapefromplanetearth
Australia,"$3,094,271 ",escapefromplanetearth
Bolivia,"$6,274 ",escapefromplanetearth
Chile,"$220,490 ",escapefromplanetearth
Croatia,"$94,448 ",escapefromplanetearth
Germany,"$543,749 ",escapefromplanetearth
Iceland,"$60,776 ",escapefromplanetearth
Lebanon,"$34,351 ",escapefromplanetearth
New Zealand,"$596,363 ",escapefromplanetearth
Poland,"$555,503 ",escapefromplanetearth
Russia - CIS,"$2,463,594 ",escapefromplanetearth
Slovakia,"$126,287 ",escapefromplanetearth
South Korea,"$166,945 ",escapefromplanetearth
Ukraine,"$203,349 ",escapefromplanetearth
United Kingdom,"$1,860,356 ",escapefromplanetearth
Venezuela,"$933,072 ",escapefromplanetearth
Argentina,"$401,800 ",red2
Austria,"$878,175 ",red2
Bolivia,"$22,581 ",red2
Bulgaria,"$227,203 ",red2
China,"$8,980,000 ",red2
Croatia,"$110,608 ",red2
Denmark,"$395,808 ",red2
Ecuador,"$31,979 ",red2
Finland,"$246,259 ",red2
Germany,"$4,313,800 ",red2
Hong Kong,"$564,956 ",red2
Iceland,"$95,217 ",red2
Japan,"$7,426,857 ",red2
Malaysia,"$956,398 ",red2
Netherlands,"$1,271,003 ",red2
Nigeria,"$22,793 ",red2
Peru,"$372,336 ",red2
Poland,"$524,114 ",red2
Russia - CIS,"$7,693,665 ",red2
Singapore,"$1,099,679 ",red2
Slovenia,"$48,022 ",red2
South Korea,"$18,883,223 ",red2
Sweden,"$107,000 ",red2
Turkey,"$695,951 ",red2
United Kingdom,"$4,398,563 ",red2
Venezuela,"$241,626 ",red2
Australia,"$3,990,205 ",red2
Belgium,"$403,106 ",red2
Brazil,"$2,406,557 ",red2
Chile,"$112,822 ",red2
Colombia,"$229,098 ",red2
Czech Republic,"$272,110 ",red2
East Africa,"$24,955 ",red2
Egypt,"$47,853 ",red2
France,"$5,386,125 ",red2
Greece,"$274,386 ",red2
Hungary,"$396,962 ",red2
Italy,"$2,939,329 ",red2
Lebanon,"$358,423 ",red2
Mexico,"$903,803 ",red2
New Zealand,"$932,970 ",red2
Norway,"$278,870 ",red2
Philippines,"$367,154 ",red2
Portugal,"$342,951 ",red2
Serbia & Montenegro,"$23,394 ",red2
Slovakia,"$57,229 ",red2
South Africa,"$469,699 ",red2
Spain,"$1,829,032 ",red2
Thailand,"$791,170 ",red2
United Arab Emirates,"$1,492,812 ",red2
Uruguay,"$36,813 ",red2
Argentina,"$540,899 ",gangstersquad
Austria,"$231,692 ",gangstersquad
Bolivia,"$23,699 ",gangstersquad
Bulgaria,"$137,070 ",gangstersquad
Colombia,"$270,531 ",gangstersquad
Czech Republic,"$234,504 ",gangstersquad
East Africa,"$29,415 ",gangstersquad
Egypt,"$36,920 ",gangstersquad
France,"$5,751,984 ",gangstersquad
Greece,"$676,358 ",gangstersquad
Hungary,"$254,275 ",gangstersquad
India,"$156,243 ",gangstersquad
Israel,"$222,631 ",gangstersquad
Japan,"$2,646,226 ",gangstersquad
Mexico,"$3,107,959 ",gangstersquad
New Zealand,"$811,593 ",gangstersquad
Norway,"$1,239,588 ",gangstersquad
Philippines,"$195,482 ",gangstersquad
Portugal,"$244,062 ",gangstersquad
Serbia & Montenegro,"$75,935 ",gangstersquad
Slovakia,"$210,797 ",gangstersquad
South Africa,"$388,033 ",gangstersquad
Sweden,"$1,107,062 ",gangstersquad
Turkey,"$421,248 ",gangstersquad
United Arab Emirates,"$656,853 ",gangstersquad
Uruguay,"$24,015 ",gangstersquad
Australia,"$7,477,123 ",gangstersquad
Belgium,"$1,132,060 ",gangstersquad
Brazil,"$1,028,380 ",gangstersquad
Chile,"$105,154 ",gangstersquad
Croatia,"$93,265 ",gangstersquad
Denmark,"$622,411 ",gangstersquad
Ecuador,"$109,085 ",gangstersquad
Finland,"$222,781 ",gangstersquad
Germany,"$2,587,867 ",gangstersquad
Hong Kong,"$88,735 ",gangstersquad
Iceland,"$65,504 ",gangstersquad
Indonesia,"$856,158 ",gangstersquad
Italy,"$1,690,641 ",gangstersquad
Lebanon,"$100,791 ",gangstersquad
Netherlands,"$1,650,916 ",gangstersquad
Nigeria,"$133,080 ",gangstersquad
Peru,"$165,883 ",gangstersquad
Poland,"$336,919 ",gangstersquad
Russia - CIS,"$4,216,325 ",gangstersquad
Singapore,"$785,707 ",gangstersquad
Slovenia,"$49,967 ",gangstersquad
Spain,"$2,102,871 ",gangstersquad
Thailand,"$216,629 ",gangstersquad
Ukraine,"$340,100 ",gangstersquad
United Kingdom,"$8,209,350 ",gangstersquad
Venezuela,"$1,092,317 ",gangstersquad
Argentina,"$247,782 ",snitch
Austria,"$112,223 ",snitch
Brazil,"$984,378 ",snitch
Croatia,"$17,718 ",snitch
East Africa,"$34,815 ",snitch
France,"$1,710,353 ",snitch
Greece,"$22,400 ",snitch
Hungary,"$106,213 ",snitch
Italy,"$706,666 ",snitch
Malaysia,"$648,147 ",snitch
Netherlands,"$470,605 ",snitch
Peru,"$91,489 ",snitch
Portugal,"$225,194 ",snitch
Singapore,"$217,978 ",snitch
South Korea,"$191,158 ",snitch
Thailand,"$213,857 ",snitch
Ukraine,"$30,986 ",snitch
United Kingdom,"$792,416 ",snitch
Australia,"$1,486,965 ",snitch
Belgium,"$179,811 ",snitch
Chile,"$46,181 ",snitch
Czech Republic,"$8,624 ",snitch
Egypt,"$56,014 ",snitch
Germany,"$662,303 ",snitch
Hong Kong,"$120,046 ",snitch
Iceland,"$24,188 ",snitch
Lebanon,"$138,705 ",snitch
Mexico,"$646,725 ",snitch
New Zealand,"$282,166 ",snitch
Philippines,"$47,559 ",snitch
Russia - CIS,"$1,471,980 ",snitch
South Africa,"$499,045 ",snitch
Spain,"$1,200,688 ",snitch
Turkey,"$73,387 ",snitch
United Arab Emirates,"$1,116,336 ",snitch
Uruguay,"$9,111 ",snitch
Argentina,"$330,477 ",riddick
Austria,"$531,200 ",riddick
Bolivia,"$14,289 ",riddick
Bulgaria,"$224,477 ",riddick
Colombia,"$181,263 ",riddick
Czech Republic,"$280,162 ",riddick
East Africa,"$15,917 ",riddick
Egypt,"$56,747 ",riddick
France,"$4,373,928 ",riddick
Greece,"$132,629 ",riddick
Hungary,"$243,854 ",riddick
Italy,"$1,826,856 ",riddick
Lebanon,"$91,117 ",riddick
Mexico,"$843,320 ",riddick
New Zealand,"$616,901 ",riddick
Norway,"$266,059 ",riddick
Philippines,"$692,909 ",riddick
Portugal,"$342,519 ",riddick
Serbia & Montenegro,"$162,676 ",riddick
Slovakia,"$71,014 ",riddick
South Africa,"$157,637 ",riddick
Spain,"$2,838,217 ",riddick
Thailand,"$1,861,999 ",riddick
Ukraine,"$1,296,250 ",riddick
United Kingdom,"$4,476,967 ",riddick
Venezuela,"$401,709 ",riddick
Australia,"$3,178,347 ",riddick
Belgium,"$691,404 ",riddick
Brazil,"$1,658,694 ",riddick
Chile,"$42,812 ",riddick
Croatia,"$120,023 ",riddick
Denmark,"$83,183 ",riddick
Ecuador,"$19,371 ",riddick
Finland,"$211,593 ",riddick
Germany,"$3,324,890 ",riddick
Hong Kong,"$319,699 ",riddick
Iceland,"$58,825 ",riddick
Japan,"$264,702 ",riddick
Malaysia,"$2,194,274 ",riddick
Netherlands,"$495,145 ",riddick
Nigeria,"$15,492 ",riddick
Peru,"$393,826 ",riddick
Poland,"$1,133,201 ",riddick
Russia - CIS,"$10,245,903 ",riddick
Singapore,"$461,123 ",riddick
Slovenia,"$16,994 ",riddick
South Korea,"$633,410 ",riddick
Sweden,"$239,649 ",riddick
Turkey,"$1,740,492 ",riddick
United Arab Emirates,"$1,076,103 ",riddick
Uruguay,"$13,816 ",riddick
Argentina,"$2,182,666 ",47ronin
Austria,"$768,471 ",47ronin
Bolivia,"$309,689 ",47ronin
Bulgaria,"$1,084,897 ",47ronin
Colombia,"$2,009,851 ",47ronin
Czech Republic,"$479,050 ",47ronin
Ecuador,"$359,083 ",47ronin
France,"$1,837,024 ",47ronin
Greece,"$650,770 ",47ronin
Hungary,"$1,020,647 ",47ronin
India,"$342,716 ",47ronin
Japan,"$2,864,072 ",47ronin
Malaysia,"$3,489,532 ",47ronin
Netherlands,"$1,513,226 ",47ronin
Nigeria,"$25,457 ",47ronin
Peru,"$1,229,356 ",47ronin
Poland,"$1,412,604 ",47ronin
Russia - CIS,"$26,058,135 ",47ronin
Singapore,"$2,525,054 ",47ronin
Slovenia,"$63,482 ",47ronin
Spain,"$4,294,943 ",47ronin
Turkey,"$2,386,696 ",47ronin
United Arab Emirates,"$1,463,553 ",47ronin
Uruguay,"$86,516 ",47ronin
Australia,"$4,027,901 ",47ronin
Belgium,"$246,342 ",47ronin
Brazil,"$3,113,774 ",47ronin
Chile,"$962,060 ",47ronin
Croatia,"$144,198 ",47ronin
East Africa,"$46,241 ",47ronin
Egypt,"$139,359 ",47ronin
Germany,"$4,405,267 ",47ronin
Hong Kong,"$568,507 ",47ronin
Iceland,"$33,042 ",47ronin
Italy,"$1,617,971 ",47ronin
Lebanon,"$220,446 ",47ronin
Mexico,"$5,844,181 ",47ronin
New Zealand,"$847,356 ",47ronin
Norway,"$335,392 ",47ronin
Philippines,"$1,896,291 ",47ronin
Portugal,"$1,161,095 ",47ronin
Serbia & Montenegro,"$100,171 ",47ronin
Slovakia,"$203,958 ",47ronin
South Africa,"$915,587 ",47ronin
Thailand,"$2,563,770 ",47ronin
Ukraine,"$2,587,040 ",47ronin
United Kingdom,"$5,282,209 ",47ronin
Venezuela,"$1,369,078 ",47ronin
Argentina,"$395,133 ",philomena
Austria,"$302,431 ",philomena
Bolivia,"$8,029 ",philomena
Chile,"$90,221 ",philomena
Croatia,"$12,480 ",philomena
Denmark,"$476,892 ",philomena
France,"$4,955,518 ",philomena
Greece,"$470,646 ",philomena
Hungary,"$28,768 ",philomena
Italy,"$8,017,373 ",philomena
Mexico,"$410,388 ",philomena
New Zealand,"$3,058,734 ",philomena
Peru,"$52,546 ",philomena
Portugal,"$455,571 ",philomena
Singapore,"$60,348 ",philomena
South Africa,"$157,062 ",philomena
Sweden,"$1,835,436 ",philomena
United Arab Emirates,"$44,340 ",philomena
Uruguay,"$137,321 ",philomena
Australia,"$10,175,238 ",philomena
Belgium,"$933,076 ",philomena
Brazil,"$1,255,975 ",philomena
Colombia,"$230,103 ",philomena
Czech Republic,"$6,751 ",philomena
Finland,"$598,518 ",philomena
Germany,"$3,074,776 ",philomena
Hong Kong,"$90,833 ",philomena
Iceland,"$47,605 ",philomena
Malaysia,"$11,599 ",philomena
Netherlands,"$1,753,840 ",philomena
Norway,"$263,366 ",philomena
Poland,"$546,916 ",philomena
Serbia & Montenegro,"$28,000 ",philomena
Slovenia,"$32,094 ",philomena
Spain,"$2,280,059 ",philomena
Turkey,"$11,790 ",philomena
United Kingdom,"$18,474,238 ",philomena
Venezuela,"$111,730 ",philomena
Argentina,"$291,133 ",texaschainsaw3d
Bolivia,"$86,568 ",texaschainsaw3d
Colombia,"$218,291 ",texaschainsaw3d
Denmark,"$209,173 ",texaschainsaw3d
France,"$221,215 ",texaschainsaw3d
Hong Kong,"$139,151 ",texaschainsaw3d
Lebanon,"$58,982 ",texaschainsaw3d
Netherlands,"$229,421 ",texaschainsaw3d
Peru,"$162,098 ",texaschainsaw3d
Poland,"$106,750 ",texaschainsaw3d
Russia - CIS,"$1,723,361 ",texaschainsaw3d
Slovenia,"$47,340 ",texaschainsaw3d
Sweden,"$482,678 ",texaschainsaw3d
Turkey,"$275,964 ",texaschainsaw3d
United Kingdom,"$3,125,247 ",texaschainsaw3d
Belgium,"$90,706 ",texaschainsaw3d
Brazil,"$918,813 ",texaschainsaw3d
Croatia,"$72,491 ",texaschainsaw3d
Finland,"$124,157 ",texaschainsaw3d
Greece,"$92,201 ",texaschainsaw3d
Italy,"$1,809,630 ",texaschainsaw3d
Mexico,"$1,079,050 ",texaschainsaw3d
Norway,"$193,144 ",texaschainsaw3d
Philippines,"$57,030 ",texaschainsaw3d
Portugal,"$31,308 ",texaschainsaw3d
Serbia & Montenegro,"$27,378 ",texaschainsaw3d
South Africa,"$58,143 ",texaschainsaw3d
Thailand,"$301,669 ",texaschainsaw3d
United Arab Emirates,"$312,600 ",texaschainsaw3d
Venezuela,"$452,949 ",texaschainsaw3d
Argentina,"$2,176,995 ",bluejasmine
Austria,"$985,434 ",bluejasmine
Bolivia,"$9,164 ",bluejasmine
Bulgaria,"$93,410 ",bluejasmine
Croatia,"$70,914 ",bluejasmine
Denmark,"$1,049,419 ",bluejasmine
Finland,"$473,267 ",bluejasmine
Germany,"$4,884,773 ",bluejasmine
Hong Kong,"$238,323 ",bluejasmine
Iceland,"$45,055 ",bluejasmine
Japan,"$1,708,467 ",bluejasmine
Netherlands,"$1,906,867 ",bluejasmine
Nigeria,"$3,037 ",bluejasmine
Peru,"$133,014 ",bluejasmine
Portugal,"$478,994 ",bluejasmine
Serbia & Montenegro,"$25,867 ",bluejasmine
Slovakia,"$50,779 ",bluejasmine
South Africa,"$176,214 ",bluejasmine
Spain,"$6,299,612 ",bluejasmine
Thailand,"$23,784 ",bluejasmine
United Kingdom,"$8,367,912 ",bluejasmine
Venezuela,"$74,825 ",bluejasmine
Australia,"$5,537,107 ",bluejasmine
Belgium,"$1,001,558 ",bluejasmine
Brazil,"$2,397,683 ",bluejasmine
Chile,"$257,981 ",bluejasmine
Czech Republic,"$311,018 ",bluejasmine
Ecuador,"$7,159 ",bluejasmine
France,"$12,667,080 ",bluejasmine
Greece,"$1,439,152 ",bluejasmine
Hungary,"$110,638 ",bluejasmine
Italy,"$5,106,120 ",bluejasmine
Mexico,"$1,264,968 ",bluejasmine
New Zealand,"$549,377 ",bluejasmine
Norway,"$282,990 ",bluejasmine
Poland,"$2,274,283 ",bluejasmine
Russia - CIS,"$1,013,190 ",bluejasmine
Singapore,"$122,322 ",bluejasmine
Slovenia,"$42,619 ",bluejasmine
South Korea,"$369,174 ",bluejasmine
Sweden,"$975,615 ",bluejasmine
Turkey,"$482,813 ",bluejasmine
Uruguay,"$210,350 ",bluejasmine
Argentina,"$2,480,306 ",scarymovie5
Austria,"$1,164,384 ",scarymovie5
Bolivia,"$49,464 ",scarymovie5
Bulgaria,"$99,583 ",scarymovie5
Colombia,"$186,127 ",scarymovie5
Czech Republic,"$291,090 ",scarymovie5
Egypt,"$18,140 ",scarymovie5
Germany,"$7,624,898 ",scarymovie5
Hong Kong,"$103,752 ",scarymovie5
Iceland,"$32,665 ",scarymovie5
Lebanon,"$154,214 ",scarymovie5
Mexico,"$1,399,279 ",scarymovie5
New Zealand,"$395,143 ",scarymovie5
Peru,"$593,971 ",scarymovie5
Poland,"$1,013,528 ",scarymovie5
Russia - CIS,"$3,902,832 ",scarymovie5
Singapore,"$213,781 ",scarymovie5
Slovenia,"$93,495 ",scarymovie5
Spain,"$3,085,703 ",scarymovie5
Thailand,"$171,719 ",scarymovie5
United Arab Emirates,"$308,582 ",scarymovie5
Uruguay,"$144,230 ",scarymovie5
Australia,"$3,335,873 ",scarymovie5
Belgium,"$262,990 ",scarymovie5
Brazil,"$2,603,027 ",scarymovie5
Chile,"$212,969 ",scarymovie5
Croatia,"$86,631 ",scarymovie5
Denmark,"$581,232 ",scarymovie5
Finland,"$473,590 ",scarymovie5
Greece,"$479,827 ",scarymovie5
Hungary,"$60,148 ",scarymovie5
Italy,"$4,211,478 ",scarymovie5
Malaysia,"$13,255 ",scarymovie5
Netherlands,"$1,344,700 ",scarymovie5
